review,rating,date,bank,source,language
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,Bank of Abyssinia,Google Play,en
This is help full i like ittttt,5,2025-02-14,Bank of Abyssinia,Google Play,en
The is not functional at all?,2,2025-02-12,Bank of Abyssinia,Google Play,en
Best bank,5,2025-02-08,Bank of Abyssinia,Google Play,en
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,Bank of Abyssinia,Google Play,en
good,5,2025-02-05,Bank of Abyssinia,Google Play,en
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,Bank of Abyssinia,Google Play,en
I have been using this app for two years.It is amazing.,5,2025-02-01,Bank of Abyssinia,Google Play,en
Good 👍,5,2025-01-31,Bank of Abyssinia,Google Play,en
Sad experience,1,2025-01-30,Bank of Abyssinia,Google Play,en
Always do update and that is annoying,3,2025-01-27,Bank of Abyssinia,Google Play,en
"Best app, somehow waiting a few minutes",5,2025-01-23,Bank of Abyssinia,Google Play,en
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,Bank of Abyssinia,Google Play,en
Whenever I try to sign in app close please fixed it out,2,2025-01-21,Bank of Abyssinia,Google Play,en
Beter,5,2025-01-21,Bank of Abyssinia,Google Play,en
Boa,4,2025-01-18,Bank of Abyssinia,Google Play,en
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,Bank of Abyssinia,Google Play,en
Aadan Axmed Barkhadle,5,2025-01-17,Bank of Abyssinia,Google Play,en
😡😡😡🤬🤬🤬,1,2025-01-16,Bank of Abyssinia,Google Play,en
Horrible customer service and app crashes Horrible!!,1,2025-01-15,Bank of Abyssinia,Google Play,en
I love it,5,2025-01-14,Bank of Abyssinia,Google Play,en
Best,5,2025-01-14,Bank of Abyssinia,Google Play,en
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,Bank of Abyssinia,Google Play,en
Good🙏,5,2025-01-12,Bank of Abyssinia,Google Play,en
Like to much,5,2025-01-11,Bank of Abyssinia,Google Play,en
Thank you,5,2025-01-10,Bank of Abyssinia,Google Play,en
Perfect,5,2025-01-09,Bank of Abyssinia,Google Play,en
The best of best,5,2025-01-09,Bank of Abyssinia,Google Play,en
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,Bank of Abyssinia,Google Play,en
Boa,5,2025-01-06,Bank of Abyssinia,Google Play,en
Great 👍,5,2025-01-04,Bank of Abyssinia,Google Play,en
Fast and suitable for the customers.,5,2025-01-04,Bank of Abyssinia,Google Play,en
Good 👍,5,2025-01-03,Bank of Abyssinia,Google Play,en
Good app and helpful,5,2025-01-03,Bank of Abyssinia,Google Play,en
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,Bank of Abyssinia,Google Play,en
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,Bank of Abyssinia,Google Play,en
It doesn't work at all.,2,2025-01-02,Bank of Abyssinia,Google Play,en
this app is not available,1,2025-01-02,Bank of Abyssinia,Google Play,en
Best,5,2025-01-01,Bank of Abyssinia,Google Play,en
Wow what amazing,5,2024-12-30,Bank of Abyssinia,Google Play,en
love it,5,2024-12-30,Bank of Abyssinia,Google Play,en
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,Bank of Abyssinia,Google Play,en
Lemn embi yilal??,5,2024-12-30,Bank of Abyssinia,Google Play,en
Good,5,2024-12-30,Bank of Abyssinia,Google Play,en
It's useless app downgraded.,1,2024-12-29,Bank of Abyssinia,Google Play,en
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,Bank of Abyssinia,Google Play,en
Nice,5,2024-12-26,Bank of Abyssinia,Google Play,en
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,Bank of Abyssinia,Google Play,en
አይሰራም ሼም ነው፤,1,2024-12-23,Bank of Abyssinia,Google Play,en
Not that much bad,3,2024-12-22,Bank of Abyssinia,Google Play,en
Fine,5,2024-12-21,Bank of Abyssinia,Google Play,en
The dirtiest application ever seen...,1,2024-12-20,Bank of Abyssinia,Google Play,en
Nic ap,5,2024-12-19,Bank of Abyssinia,Google Play,en
The forest app ever,1,2024-12-19,Bank of Abyssinia,Google Play,en
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,Bank of Abyssinia,Google Play,en
Bank of abissena,1,2024-12-17,Bank of Abyssinia,Google Play,en
Good,3,2024-12-16,Bank of Abyssinia,Google Play,en
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,Bank of Abyssinia,Google Play,en
GOOD,5,2024-12-15,Bank of Abyssinia,Google Play,en
The worst banking app ever. Never works!,1,2024-12-14,Bank of Abyssinia,Google Play,en
Poorly functioning app,3,2024-12-13,Bank of Abyssinia,Google Play,en
Very nice,5,2024-12-13,Bank of Abyssinia,Google Play,en
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,Bank of Abyssinia,Google Play,en
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,Bank of Abyssinia,Google Play,en
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,Bank of Abyssinia,Google Play,en
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,Bank of Abyssinia,Google Play,en
Nice,5,2024-12-07,Bank of Abyssinia,Google Play,en
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,Bank of Abyssinia,Google Play,en
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,Bank of Abyssinia,Google Play,en
It's better to say I don't use boa rather than pulling your phone out and opening this app,1,2024-12-01,Bank of Abyssinia,Google Play,en
My attention is very important because it will be the most difficult time for me,5,2024-11-30,Bank of Abyssinia,Google Play,en
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,Bank of Abyssinia,Google Play,en
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,Bank of Abyssinia,Google Play,en
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,Bank of Abyssinia,Google Play,en
exellent digital transaction of money,5,2024-11-27,Bank of Abyssinia,Google Play,en
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,Bank of Abyssinia,Google Play,en
Best,5,2024-11-25,Bank of Abyssinia,Google Play,en
Great,5,2024-11-25,Bank of Abyssinia,Google Play,en
👏👏👏,5,2024-11-24,Bank of Abyssinia,Google Play,en
Money,5,2024-11-24,Bank of Abyssinia,Google Play,en
It needs more improvment,2,2024-11-24,Bank of Abyssinia,Google Play,en
Hey Google,5,2024-11-21,Bank of Abyssinia,Google Play,en
Good app,5,2024-11-21,Bank of Abyssinia,Google Play,en
ab,3,2024-11-20,Bank of Abyssinia,Google Play,en
Ademtahir,5,2024-11-20,Bank of Abyssinia,Google Play,en
✌️✌️,5,2024-11-20,Bank of Abyssinia,Google Play,en
Please this app on my android phone,3,2024-11-20,Bank of Abyssinia,Google Play,en
GOAT 🐐 🐐,5,2024-11-19,Bank of Abyssinia,Google Play,en
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,Bank of Abyssinia,Google Play,en
Fast and reliable,5,2024-11-18,Bank of Abyssinia,Google Play,en
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,Bank of Abyssinia,Google Play,en
Very good,5,2024-11-14,Bank of Abyssinia,Google Play,en
One of the poorest mobile banking system,1,2024-11-13,Bank of Abyssinia,Google Play,en
❤❤❤❤❤❤,5,2024-11-12,Bank of Abyssinia,Google Play,en
Oene,5,2024-11-12,Bank of Abyssinia,Google Play,en
i find it interesting specially in reciept downloading,1,2024-11-12,Bank of Abyssinia,Google Play,en
it good,5,2024-11-12,Bank of Abyssinia,Google Play,en
"This app crashes everytime, please fix it",1,2024-11-12,Bank of Abyssinia,Google Play,en
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,Bank of Abyssinia,Google Play,en
I need a support the app is not working,5,2024-11-12,Bank of Abyssinia,Google Play,en
Bast bank of ethiopia,5,2024-11-12,Bank of Abyssinia,Google Play,en
Good,5,2024-11-12,Bank of Abyssinia,Google Play,en
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,Bank of Abyssinia,Google Play,en
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,Bank of Abyssinia,Google Play,en
The worst App i have never seen like this before,1,2024-11-12,Bank of Abyssinia,Google Play,en
Wweeeer,4,2024-11-12,Bank of Abyssinia,Google Play,en
Infinx,5,2024-11-12,Bank of Abyssinia,Google Play,en
Great service,5,2024-11-12,Bank of Abyssinia,Google Play,en
👍,5,2024-11-11,Bank of Abyssinia,Google Play,en
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,Bank of Abyssinia,Google Play,en
senayt Mesfin,4,2024-11-08,Bank of Abyssinia,Google Play,en
Bad app vety bad.,1,2024-11-07,Bank of Abyssinia,Google Play,en
Nice,5,2024-11-06,Bank of Abyssinia,Google Play,en
Abessnya Banke,5,2024-11-05,Bank of Abyssinia,Google Play,en
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,Bank of Abyssinia,Google Play,en
Okay,5,2024-11-03,Bank of Abyssinia,Google Play,en
Professional on banking app,5,2024-11-01,Bank of Abyssinia,Google Play,en
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,Bank of Abyssinia,Google Play,en
አይሰራም አስተካክሉት,5,2024-10-26,Bank of Abyssinia,Google Play,en
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,Bank of Abyssinia,Google Play,en
Good,4,2024-10-25,Bank of Abyssinia,Google Play,en
Fast transfer,5,2024-10-24,Bank of Abyssinia,Google Play,en
"What's up I can't log in, what's wrong",5,2024-10-22,Bank of Abyssinia,Google Play,en
Amrumehamed,1,2024-10-21,Bank of Abyssinia,Google Play,en
Good,5,2024-10-19,Bank of Abyssinia,Google Play,en
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,Bank of Abyssinia,Google Play,en
Very good,5,2024-10-18,Bank of Abyssinia,Google Play,en
ደደገነሐ,5,2024-10-15,Bank of Abyssinia,Google Play,en
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,Bank of Abyssinia,Google Play,en
